Activity Type,Age,Country,Gender,Month,Number of Records,Shark Species,Year,Is Fatal,Is Provoked
Swimming & Diving,36,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,17,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,30,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,23,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,18,USA,Male,Apr,1,Others,2003,0,Unprovoked
Wading,11,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,12,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,20,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,28,VENEZUELA,Male,Apr,1,Shortfin Mako,2003,0,Unprovoked
Swimming & Diving,,USA,Male,Apr,1,Others,2003,0,Unprovoked
Swimming & Diving,50,USA,Male,Apr,1,Others,2003,0,Unprovoked
Fishing,,USA,Female,Mar,1,Others,2003,0,Provoked
Swimming & Diving,44,NEW ZEALAND,Male,Feb,1,Great White Shark,2003,0,Unprovoked
Wading,37,AUSTRALIA,Male,Feb,1,Others,2003,0,Unprovoked
Swimming & Diving,54,USA,Male,Feb,1,Others,2003,0,Unprovoked
Swimming & Diving,24,AUSTRALIA,Male,Feb,1,Nurse Shark,2003,0,Unprovoked
Swimming & Diving,84,AUSTRALIA,Male,Feb,1,Bull Shark,2003,1,Unprovoked
Others,14,SOUTH AFRICA,Male,Jan,1,Others,2003,1,Invalid
Swimming & Diving,,COSTA RICA,Male,Jan,1,Bull Shark,2003,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Female,Jan,1,Great White Shark,2003,0,Unprovoked
Swimming & Diving,18,AUSTRALIA,Female,Dec,1,Hammerhead Shark,2002,0,Unprovoked
Swimming & Diving,25,SOUTH AFRICA,Male,Dec,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,26,AUSTRALIA,Male,Dec,1,Wobbegong,2002,0,Unprovoked
Swimming & Diving,11,AUSTRALIA,Male,Dec,1,Reef Shark,2002,0,Invalid
Swimming & Diving,23,AUSTRALIA,Male,Dec,1,Bull Shark,2002,1,Unprovoked
Swimming & Diving,19,BRAZIL,Male,Dec,1,Others,2002,1,Unprovoked
Swimming & Diving,,MICRONESIA,Male,Nov,1,Blacktip Shark,2002,0,Unprovoked
Swimming & Diving,48,USA,Male,Nov,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,34,USA,Female,Nov,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,41,TURKS & CAICOS,Female,Nov,1,Reef Shark,2002,0,Unprovoked
Swimming & Diving,21,USA,Male,Nov,1,Others,2002,0,Unprovoked
Swimming & Diving,16,USA,Male,Nov,1,Others,2002,0,Unprovoked
Fishing,52,FRENCH POLYNESIA,Male,Nov,1,Others,2002,0,Unprovoked
Swimming & Diving,60,USA,Female,Oct,1,Others,2002,0,Unprovoked
Swimming & Diving,36,BRAZIL,Male,Oct,1,Bull Shark,2002,1,Unprovoked
Swimming & Diving,21,USA,Male,Oct,1,Others,2002,0,Unprovoked
Swimming & Diving,14,USA,Male,Oct,1,Blacktip Shark,2002,0,Unprovoked
Swimming & Diving,35,USA,Male,Oct,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,18,USA,Male,Oct,1,Others,2002,0,Unprovoked
Swimming & Diving,47,USA,Male,Sep,1,Others,2002,0,Unprovoked
Swimming & Diving,32,USA,Male,Sep,1,Others,2002,0,Unprovoked
Fishing,55,USA,Male,Sep,1,Blacktip Shark,2002,0,Unprovoked
Fishing,,USA,Male,Sep,1,Blacktip Shark,2002,0,Provoked
Swimming & Diving,,TONGA,Male,Sep,1,Great White Shark,2002,0,Provoked
Swimming & Diving,24,USA,Male,Sep,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,35,USA,Male,Sep,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,19,BRAZIL,Male,Sep,1,Bull Shark,2002,0,Unprovoked
Swimming & Diving,,USA,Unknown,Sep,1,Others,2002,0,Unprovoked
Boating,47,SOUTH AFRICA,Male,Sep,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,20,USA,Male,Sep,1,Others,2002,0,Unprovoked
Fishing,36,USA,Male,Sep,1,Hammerhead Shark,2002,0,Provoked
Swimming & Diving,16,USA,Male,Aug,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,29,USA,Female,Aug,1,Others,2002,0,Unprovoked
Swimming & Diving,27,USA,Male,Aug,1,Others,2002,0,Unprovoked
Swimming & Diving,15,USA,Male,Aug,1,Great White Shark,2002,0,Unprovoked
Wading,15,USA,Male,Aug,1,Others,2002,0,Unprovoked
Swimming & Diving,30,UNITED KINGDOM,Male,Aug,1,Tiger Shark,2002,0,Provoked
Wading,14,USA,Male,Aug,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,13,USA,Male,Jul,1,Sand Tiger,2002,0,Unprovoked
Swimming & Diving,15,USA,Female,Jul,1,Bull Shark,2002,0,Unprovoked
Swimming & Diving,19,USA,Male,Jul,1,Others,2002,0,Provoked
Fishing,41,USA,Male,Jul,1,Shortfin Mako,2002,1,Provoked
Swimming & Diving,22,BRAZIL,Male,Jul,1,Bull Shark,2002,0,Unprovoked
Wading,9,USA,Female,Jul,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,30,AUSTRALIA,Male,Jun,1,Others,2002,0,Unprovoked
Swimming & Diving,11,USA,Female,Jun,1,Others,2002,0,Unprovoked
Others,,INDONESIA,Unknown,Jun,1,Others,2002,1,Invalid
Others,,PAPUA NEW GUINEA,Unknown,Jun,1,Others,2002,0,Unprovoked
Air/Sea Disaster,,PAPUA NEW GUINEA,Unknown,Jun,1,Others,2002,1,Unprovoked
Boating,,USA,Unknown,Jun,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,28,USA,Male,Jun,1,Others,2002,0,Unprovoked
Swimming & Diving,50,USA,Male,Jun,1,Others,2002,0,Unprovoked
Swimming & Diving,10,USA,Male,Jun,1,Others,2002,0,Unprovoked
Swimming & Diving,50,SOUTH AFRICA,Male,Jun,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,24,USA,Male,May,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,16,USA,Male,May,1,Others,2002,0,Unprovoked
Fishing,55,USA,Male,May,1,Blacktip Shark,2002,0,Provoked
Boating,35,USA,Male,May,1,Others,2002,0,Unprovoked
Swimming & Diving,,COSTA RICA,Male,May,1,Bull Shark,2002,0,Unprovoked
Fishing,14,PAPUA NEW GUINEA,Male,May,1,Others,2002,0,Unprovoked
Fishing,31,USA,Male,May,1,Great White Shark,2002,0,Unprovoked
Swimming & Diving,40,BRAZIL,Male,May,1,Others,2002,0,Unprovoked
Fishing,20,AUSTRALIA,Male,May,1,Others,2002,0,Provoked
Swimming & Diving,23,AUSTRALIA,Male,Apr,1,Great White Shark,2002,1,Unprovoked
Fishing,52,AUSTRALIA,Male,Apr,1,Others,2002,1,Invalid
Swimming & Diving,34,USA,Male,Apr,1,Others,2002,0,Unprovoked
Swimming & Diving,28,USA,Male,Apr,1,Others,2002,0,Unprovoked
Swimming & Diving,45,AUSTRALIA,Male,Apr,1,Others,2002,0,Unprovoked
Wading,43,BAHAMAS,Male,Apr,1,Bull Shark,2002,0,Unprovoked
Wading,41,USA,Male,Apr,1,Others,2002,0,Unprovoked
Swimming & Diving,29,USA,Male,Apr,1,Others,2002,0,Unprovoked
Swimming & Diving,17,USA,Male,Mar,1,Tiger Shark,2002,0,Unprovoked
Wading,11,USA,Female,Mar,1,Others,2002,0,Unprovoked
Swimming & Diving,16,BRAZIL,Male,Mar,1,Others,2002,1,Unprovoked
Swimming & Diving,20,USA,Male,Mar,1,Others,2002,0,Unprovoked
Swimming & Diving,39,USA,Male,Mar,1,Nurse Shark,2002,0,Unprovoked
Swimming & Diving,31,USA,Male,Mar,1,Blacktip Shark,2002,0,Unprovoked
Fishing,44,NEW CALEDONIA,Male,Mar,1,Unknown,2002,1,Invalid
Fishing,,TURKS & CAICOS,Male,Feb,1,Others,2002,1,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Feb,1,Great White Shark,2002,0,Unprovoked
Others,15,FIJI,Male,Feb,1,Others,2002,1,Unprovoked
Boating,35,AUSTRALIA,Male,Feb,1,Others,2002,0,Unprovoked
Swimming & Diving,20,AUSTRALIA,Male,Jan,1,Tiger Shark,2002,0,Unprovoked
Swimming & Diving,32,AUSTRALIA,Male,Jan,1,Others,2002,0,Unprovoked
Fishing,16,SOUTH AFRICA,Male,Jan,1,Bull Shark,2002,0,Unprovoked
Swimming & Diving,,BRAZIL,Unknown,Jan,1,Others,2002,1,Unprovoked
Boating,26,SOUTH AFRICA,Male,Jan,1,Others,2002,0,Unprovoked
Swimming & Diving,35,USA,Male,Jan,1,Tiger Shark,2002,0,Unprovoked
Swimming & Diving,36,AUSTRALIA,Male,Dec,1,Others,2001,0,Invalid
Swimming & Diving,49,AUSTRALIA,Male,Nov,1,Bronze Whaler Shark,2001,0,Unprovoked
Swimming & Diving,,USA,Unknown,Nov,1,Others,2001,0,Unprovoked
Boating,,AUSTRALIA,Male,Nov,1,Others,2001,0,Invalid
Swimming & Diving,,SOUTH AFRICA,Male,Oct,1,Shortfin Mako,2001,0,Unprovoked
Swimming & Diving,20,AUSTRALIA,Female,Oct,1,Bronze Whaler Shark,2001,0,Unprovoked
Swimming & Diving,26,MEXICO,Male,Sep,1,Tiger Shark,2001,0,Unprovoked
Others,31,AUSTRALIA,Male,Sep,1,Great White Shark,2001,0,Boat
Fishing,21,USA,Male,Sep,1,Others,2001,0,Provoked
Swimming & Diving,14,USA,Male,Sep,1,Others,2001,0,Unprovoked
Swimming & Diving,42,USA,Male,Sep,1,Unknown,2001,1,Invalid
Swimming & Diving,6,USA,Male,Sep,1,Others,2001,0,Unprovoked
Swimming & Diving,16,USA,Male,Sep,1,Others,2001,0,Unprovoked
Swimming & Diving,,UNITED KINGDOM,Male,Sep,1,Tiger Shark,2001,0,Provoked
Fishing,44,USA,Male,Sep,1,Others,2001,0,Provoked
Wading,13,USA,Male,Sep,1,Others,2001,0,Unprovoked
Swimming & Diving,,USA,Female,Sep,1,Unknown,2001,0,Invalid
Swimming & Diving,28,USA,Male,Sep,1,Great White Shark,2001,1,Unprovoked
Swimming & Diving,23,USA,Female,Sep,1,Great White Shark,2001,0,Unprovoked
Wading,20,USA,Male,Sep,1,Great White Shark,2001,0,Unprovoked
Swimming & Diving,10,USA,Male,Sep,1,Bull Shark,2001,1,Unprovoked
Fishing,44,BAHAMAS,Male,Aug,1,Bull Shark,2001,0,Unprovoked
Wading,29,USA,Female,Aug,1,Others,2001,0,Unprovoked
Wading,69,USA,Male,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,18,USA,Male,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,18,USA,Male,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,17,USA,Male,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,27,USA,Male,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,32,USA,Male,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,17,USA,Female,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,17,USA,Female,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,20,USA,Male,Aug,1,Blacktip Shark,2001,0,Unprovoked
Swimming & Diving,19,USA,Male,Aug,1,Blacktip Shark,2001,0,Unprovoked
Swimming & Diving,19,USA,Male,Aug,1,Blacktip Shark,2001,0,Unprovoked
Fishing,43,BAHAMAS,Male,Aug,1,Bull Shark,2001,0,Unprovoked
Boating,,THAILAND,Male,Aug,1,Others,2001,0,Unprovoked
Others,,USA,Female,Aug,1,Others,2001,0,Unprovoked
Swimming & Diving,36,BAHAMAS,Male,Aug,1,Others,2001,0,Unprovoked
Fishing,,ITALY,Unknown,Aug,1,Others,2001,0,Boat
Others,,USA,Female,Jul,1,Others,2001,0,Unprovoked
Others,,USA,Male,Jul,1,Others,2001,0,Unprovoked
Others,,USA,Female,Jul,1,Nurse Shark,2001,0,Unprovoked
Fishing,,USA,Unknown,Jul,1,Shortfin Mako,2001,0,Boat
Swimming & Diving,48,USA,Male,Jul,1,Others,2001,0,Unprovoked
Swimming & Diving,18,USA,Male,Jul,1,Others,2001,0,Unprovoked
Swimming & Diving,42,MEXICO,Male,Jul,1,Others,2001,0,Unprovoked
Swimming & Diving,8,USA,Male,Jul,1,Bull Shark,2001,0,Unprovoked
Others,,USA,Unknown,Jul,1,Others,2001,0,Unprovoked
Swimming & Diving,35,USA,Male,Jul,1,Others,2001,0,Unprovoked
Swimming & Diving,14,USA,Male,Jun,1,Great White Shark,2001,0,Unprovoked
Fishing,52,USA,Male,Jun,1,Great White Shark,2001,0,Provoked
Wading,75,AUSTRALIA,Male,Jun,1,Others,2001,1,Invalid
Wading,29,USA,Female,Jun,1,Others,2001,0,Unprovoked
Others,16,USA,Male,May,1,Others,2001,0,Unprovoked
Swimming & Diving,11,USA,Male,May,1,Great White Shark,2001,0,Unprovoked
Swimming & Diving,,USA,Male,May,1,Others,2001,0,Unprovoked
Fishing,24,PHILIPPINES,Male,May,1,Others,2001,0,Provoked
Others,,MADAGASCAR,Male,May,1,Others,2001,1,Invalid
Swimming & Diving,26,SOUTH AFRICA,Male,May,1,Great White Shark,2001,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,May,1,Others,2001,0,Unprovoked
Swimming & Diving,45,USA,Male,May,1,Great White Shark,2001,0,Unprovoked
Fishing,,FIJI,Male,May,1,Others,2001,1,Unprovoked
Swimming & Diving,14,USA,Male,Apr,1,Others,2001,0,Unprovoked
Swimming & Diving,16,USA,Male,Apr,1,Others,2001,0,Unprovoked
Swimming & Diving,12,USA,Male,Apr,1,Blacktip Shark,2001,0,Unprovoked
Others,,USA,Male,Apr,1,Others,2001,0,Unprovoked
Swimming & Diving,38,USA,Male,Apr,1,Others,2001,0,Unprovoked
Swimming & Diving,21,USA,Male,Apr,1,Blacktip Shark,2001,0,Unprovoked
Swimming & Diving,12,USA,Male,Apr,1,Blacktip Shark,2001,0,Unprovoked
Swimming & Diving,22,USA,Male,Apr,1,Great White Shark,2001,0,Unprovoked
Swimming & Diving,19,USA,Male,Apr,1,Blacktip Shark,2001,0,Unprovoked
Swimming & Diving,22,USA,Male,Apr,1,Others,2001,0,Unprovoked
Swimming & Diving,,USA,Male,Apr,1,Oceanic Whitetip,2001,0,Unprovoked
Swimming & Diving,16,USA,Unknown,Apr,1,Blacktip Shark,2001,0,Unprovoked
Swimming & Diving,46,SOUTH AFRICA,Male,Apr,1,Great White Shark,2001,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Apr,1,Wobbegong,2001,0,Provoked
Boating,26,USA,Male,Apr,1,Others,2001,0,Unprovoked
Others,12,BRAZIL,Female,Apr,1,Others,2001,0,Unprovoked
Swimming & Diving,40,AUSTRALIA,Male,Apr,1,Bronze Whaler Shark,2001,0,Unprovoked
Swimming & Diving,,USA,Male,Mar,1,Others,2001,0,Unprovoked
Swimming & Diving,,USA,Male,Mar,1,Great White Shark,2001,0,Unprovoked
Fishing,12,BRAZIL,Male,Mar,1,Unknown,2001,0,Invalid
Swimming & Diving,20,BRAZIL,Male,Mar,1,Others,2001,1,Unprovoked
War Time,,CARIBBEAN SEA,Unknown,Mar,1,Tiger Shark,2001,1,Sea Disaster
Fishing,,AUSTRALIA,Unknown,Feb,1,Great White Shark,2001,0,Boat
Others,,MALAYSIA,Female,Feb,1,Others,2001,1,Invalid
Swimming & Diving,40,AUSTRALIA,Male,Feb,1,Great White Shark,2001,0,Unprovoked
Boating,35,AUSTRALIA,Male,Jan,1,Great White Shark,2001,0,Boat
Swimming & Diving,55,CUBA,Female,Jan,1,Others,2001,0,Unprovoked
Fishing,,AUSTRALIA,Unknown,Jan,1,Great White Shark,2001,0,Boat
Swimming & Diving,,USA,Male,Jan,1,Great White Shark,2001,0,Unprovoked
Boating,,NEW ZEALAND,Male,Jan,1,Great White Shark,2001,0,Boat
